Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2010,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Female,14
2010,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Male,25
2011,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Male,598
2011,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Female,523
2011,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Female,40
2011,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Male,34
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Male,624
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Female,484
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Female,28
2012,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Male,43
2013,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Male,487
2013,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Female,435
2013,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Female,28
2013,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Male,29
2014,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Visit,Male,623
2014,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Female,13
2014,106141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,Emergency - Standby,ED Admit,Male,17
2010,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9209
2010,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9611
2010,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,968
2010,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,952
2011,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9798
2011,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,10756
2011,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,876
2011,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,853
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10340
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,11668
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,803
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,792
2013,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11279
2013,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12923
2013,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,987
2013,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,876
2014,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11622
2014,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,949
2014,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,941
2010,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,20188
2010,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,27844
2010,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4221
2010,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3678
2011,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,21492
2011,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,29152
2011,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4360
2011,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3798
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24653
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,34879
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5561
2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3607
2013,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23406
2013,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,34075
2013,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,6060
2013,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3498
2014,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24748
2014,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5920
2014,106150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3350
2010,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Male,21948
2010,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Female,19562
2010,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Female,2165
2010,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Male,3080
2011,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Male,19817
2011,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Female,17001
2011,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Female,2029
2011,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Male,2890
2012,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Male,18793
2012,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Female,16308
2012,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Female,1969
2012,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Male,2766
2013,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Male,20683
2013,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Female,19521
2013,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Female,1789
2013,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Male,2736
2014,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Visit,Male,20331
2014,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Female,1637
2014,106150736,KERN MEDICAL CENTER,KERN,Public - City or County,Emergency - Basic,ED Admit,Male,2654
2010,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Male,2716
2010,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Female,3102
2010,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Female,428
2010,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Male,303
2011,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Male,2730
2011,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Female,2981
2011,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Female,390
2011,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Male,250
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Male,2943
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Female,3135
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Female,341
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Male,252
2013,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Male,2856
2013,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Female,3137
2013,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Female,422
2013,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Male,283
2014,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Visit,Male,3181
2014,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Female,331
2014,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,Emergency - Standby,ED Admit,Male,254
2010,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22377
2010,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,28562
2010,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3111
2010,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4169
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24409
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30729
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3830
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4197
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25538
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,33770
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3389
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3508
2013,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,26054
2013,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,35223
2013,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3477
2013,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3561
2014,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,28928
2014,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3491
2014,106150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3495
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8063
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9971
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,921
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,738
2011,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6403
2011,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7969
2011,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,779
2011,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,654
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6324
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,8227
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,705
2012,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,627
2013,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,,Emergency - Basic,ED Visit,Male,7119
2013,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,,Emergency - Basic,ED Visit,Female,8911
2013,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,,Emergency - Basic,ED Admit,Female,602
2013,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,,Emergency - Basic,ED Admit,Male,553
2014,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7390
2014,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,675
2014,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,604
2010,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,17776
2010,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,23222
2010,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4803
2010,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,5427
2011,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,21777
2011,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,29045
2013,106160702,CORCORAN DISTRICT HOSPITAL,KINGS,Public - District,Emergency - Standby,ED Admit,Female,56
2011,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,6006
2011,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6512
2012,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24806
2012,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,33907
2012,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5851
2012,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6576
2013,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25845
2013,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,34838
2013,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5201
2013,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6174
2014,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,29508
2014,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5426
2014,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6355
2010,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Male,4776
2010,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Female,5674
2010,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Female,130
2010,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Male,87
2011,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Male,4909
2011,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Female,5835
2011,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Female,83
2011,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Male,51
2012,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Male,5600
2012,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Female,6779
2012,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Female,7
2012,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Unknown,2
2012,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Male,7
2013,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Male,5738
2013,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Female,6961
2013,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Female,13
2013,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Unknown,1
2013,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Male,10
2014,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Visit,Male,5576
2014,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Female,82
2014,106150808,TEHACHAPI HOSPITAL,KERN,Public - District,Emergency - Standby,ED Admit,Male,45
2010,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Male,2758
2010,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Female,3616
2010,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Female,1548
2010,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Male,1684
2010,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Unknown,1
2011,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Male,4039
2011,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Female,4777
2011,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Female,1627
2011,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Male,1752
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Male,3809
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Female,4865
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Female,1587
2012,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Male,1674
2013,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Male,3609
2013,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Female,4586
2013,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Female,1609
2013,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Unknown,1
2013,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Male,1684
2014,106154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Corporation,Emergency - Basic,ED Visit,Male,3839
